20100104|IJS|100|100|D
20100104|IWC|200|200|D
20100104|IWM|63700|80200|D
20100104|IWN|4600|4600|D
20100104|RWJ|700|700|D
20100104|UWM|1400|1400|D
20100104|XRT|14800|37500|D
20100105|IJS|1200|2000|D
20100105|IWM|124300|147500|D
20100105|UWM|100|100|D
20100105|VB|4700|4700|D
20100105|VTI|1200|1600|D
20100105|VXF|100|100|D
20100105|XRT|18500|26300|D
20100106|IJR|400|600|D
20100106|IJS|1000|1000|D
20100106|IWM|11800|17900|D
20100106|RWJ|100|100|D
20100106|UWM|300|800|D
20100106|VBR|3700|7000|D
20100106|VTI|200|200|D
20100106|XRT|20700|50300|D
20100107|IWM|40500|52900|D
20100107|IWN|100|100|D
20100107|UWM|400|400|D
20100107|VTI|1000|1900|D
20100107|XRT|16300|39700|D
20100108|IJS|100|100|D
20100108|IWM|14100|33900|D
20100108|IWN|100|1400|D
20100108|UWM|300|300|D
20100108|VB|200|200|D
20100108|VTI|200|200|D
20100108|XRT|29700|58200|D
20100111|IJR|100|100|D
20100111|IWM|135900|253200|D
20100111|IWN|500|500|D
20100111|UWM|200|600|D
20100111|VTI|10600|10800|D
20100111|XRT|94800|129500|D
20100112|IJR|2800|3100|D
20100112|IWM|69700|117200|D
20100112|IWN|400|400|D
20100112|SCHB|100|100|D
20100112|UWM|1500|2400|D
20100112|VBR|300|300|D
20100112|VTI|500|500|D
20100112|XRT|57800|101800|D
20100113|IJR|100|100|D
20100113|IJS|500|500|D
20100113|IJT|13700|13700|D
20100113|IWM|49000|99400|D
20100113|IWN|1700|5500|D
20100113|UWM|3300|8000|D
20100113|VB|100|200|D
20100113|VBR|2500|2500|D
20100113|VTI|7700|7700|D
20100113|XRT|18000|23600|D
20100114|IJS|100|100|D
20100114|IWM|172100|238300|D
20100114|IWN|1000|1000|D
20100114|IWV|1000|1000|D
20100114|UWM|2100|7200|D
20100114|VTI|2700|10800|D
20100114|XRT|45600|69900|D
20100115|IWM|252500|503700|D
20100115|UWM|6800|16900|D
20100115|VTI|3500|5900|D
20100115|XRT|73000|124600|D
20100119|IWC|100|100|D
20100119|IWM|69300|135700|D
20100119|UWM|1000|2300|D
20100119|VB|100|100|D
20100119|VTI|4600|5600|D
20100119|XRT|5800|17200|D
20100120|IJR|9400|11500|D
20100120|IJS|1300|1300|D
20100120|IJT|1000|1000|D
20100120|IWM|172400|267600|D
20100120|UWM|2900|6500|D
20100120|VB|800|800|D
20100120|VTI|300|900|D
20100120|XRT|46300|62300|D
20100121|IJR|2100|2100|D
20100121|IWM|62100|131500|D
20100121|SAA|100|100|D
20100121|UWM|3200|3300|D
20100121|VTI|1600|1900|D
20100121|VXF|200|200|D
20100121|XRT|99900|157200|D
20100201|IWC|700|700|D
20100201|IWM|426600|633600|D
20100201|VTI|800|800|D
20100201|XRT|3000|5900|D
20100202|IJR|1000|1000|D
20100202|IWM|17800|37600|D
20100202|UWM|400|400|D
20100202|VB|2300|2300|D
20100202|VBR|100|100|D
20100202|XRT|4800|6300|D
20100203|IJR|700|1000|D
20100203|IWM|1600|5900|D
20100203|UWM|600|600|D
20100203|VTI|800|1100|D
20100203|XRT|3300|4700|D
20100204|IWM|275800|278500|D
20100204|UWM|3500|4400|D
20100204|VB|100|100|D
20100204|VTI|6700|11400|D
20100204|XRT|35300|42300|D
20100205|IJR|2300|3600|D
20100205|IWM|11600|26100|D
20100205|VB|100|100|D
20100205|VXF|100|300|D
20100205|XRT|12000|15700|D
20100208|IJT|300|300|D
20100208|IWC|500|2500|D
20100208|IWM|37100|50900|D
20100208|UWM|1000|1000|D
20100208|VBR|100|100|D
20100208|VTI|2300|2500|D
20100208|XRT|45300|77900|D
20100209|IWM|19100|50200|D
20100209|UWM|5000|5100|D
20100209|VB|100|100|D
20100209|VTI|2500|2800|D
20100209|VXF|200|1800|D
20100209|XRT|32700|47200|D
20100210|IJR|1100|1100|D
20100210|IJT|100|100|D
20100210|IWM|114000|116800|D
20100210|IWN|200|900|D
20100210|VTI|1400|2400|D
20100210|XRT|4200|6100|D
20100211|IJR|500|1100|D
20100211|IJS|500|800|D
20100211|IWM|200|1700|D
20100211|IWN|3500|6600|D
20100211|VBR|100|100|D
20100211|XRT|10300|10600|D
20100212|IJR|400|600|D
20100212|IWM|32100|46400|D
20100212|VB|200|200|D
20100212|VBR|100|100|D
20100212|XRT|1400|3600|D
20100216|IJR|400|500|D
20100216|IWM|23600|96400|D
20100216|VBR|400|400|D
20100216|VTI|200|6700|D
20100216|XRT|10500|12300|D
20100217|IJS|12200|12300|D
20100217|IJT|100|100|D
20100217|IWM|54800|100400|D
20100217|UWM|6200|6800|D
20100217|VTI|2600|3400|D
20100217|XRT|44000|45000|D
20100218|IWM|44500|102200|D
20100218|UWM|700|700|D
20100218|VTI|100|100|D
20100218|XRT|10900|14700|D
20100219|IWM|15000|26900|D
20100219|IWN|100|200|D
20100219|IWV|4300|4300|D
20100219|XRT|1600|5300|D
